X_real,X_imag,Y_real,Y_imag
4.16311582068808,-10.4983550179553,-4.37044456790623,13.3757921335892
10.1210734100802,2.92872681341375,4.55152133430714,-10.8598703240039
-7.38774363012588,9.21432302536136,-4.44903900254575,13.7302490363301
7.11220498571961,6.05194278670822,-0.892383295591921,-0.655807282620814
-7.56400239979813,-5.87748691750002,-1.91927617680017,9.71578167790746
-1.97021464773736,3.27286775683411,14.2920703705833,5.84202671032924
-3.40714015744679,4.09227290720678,4.75992245475874,-4.39579683540255
-1.87717285769559,0.493348321160059,-1.3200217000858,10.7070750504396
0.791720189330608,10.8358148268389,-6.35954543595871,7.70672267030096
13.0330663501663,-0.831502727336752,-6.56858752402916,-3.93817773307785
3.71512653411566,-10.6249118586399,-2.0459597643075,-9.64462380675182
3.44498712638469,8.010514655545,6.33269830857391,7.33386450547357
-2.14188992057908,5.06394919252272,0.291951253662005,-1.10946745880091
4.95300461247181,-11.3387048793334,-10.464154017979,0.689653122335758
-0.457805775620685,11.6926877214414,4.42845821398012,-9.37849613828361
2.01976054291831,-3.57601289250228,4.53047874944453,9.27644574707686
-10.2416571162672,5.58385084618926,-2.63503723072996,-6.87719356490015
-5.79678214729607,-3.90445626767132,6.48288295985848,-8.80536305101157
-2.02826806530608,-3.89102034976851,-6.30749227292915,1.34074982240959
3.86182603576083,3.76599357794479,-9.08005299751096,-5.13399640188531
10.1776732658512,9.60944012384639,0.0260664120861596,1.73263839809185
2.94344751001065,-3.09678956318681,2.61495219298288,-12.274911795284
0.125957306411247,9.48400531911682,-8.77685261787652,-3.2446672122204
-3.22463590665824,-9.86557641817851,-8.2497399713713,-0.660910975791213
-2.22248109176329,3.44583751101054,0.0230457579896446,7.0881386347899
-5.51686186000313,1.98856495247105,-1.83851296532143,-4.63984320523293
8.87694920927588,5.69835285610304,-10.0632801376931,-3.51747576123466
-8.47853592483059,-2.93146050041842,2.40139810371269,7.12193010284176
0.101412311050106,11.7707323244081,0.64454023571872,4.57186908774255
-11.5731696345923,-5.17377163035333,15.7673265731343,7.02640527201193
-10.7177795076155,-1.5157184694276,12.4531028628718,2.63264901792758
10.8180994343898,-6.0682511440968,7.99951892611047,2.10507303318128
4.55230490267538,-13.3337733586758,-9.92627273563393,4.96488002396152
-10.9706726944032,6.4321110431078,6.08414216294769,7.83013882349746
13.3265439629556,5.08056792776973,0.0577480437105331,10.7984391256416
-12.8710109964503,-4.98337658533048,7.2781497036722,-3.65302446315778
-3.25930042397205,-4.20949895233756,-1.3134237379681,-6.30389932470468
6.54484673372648,-10.1691255790749,2.00847509374232,-3.43507189178458
-0.326293198149322,-2.21264047468113,-2.14835762866296,5.14826665712574
12.5284828023729,1.89108404914273,-1.62933099109144,-2.43595030297288
10.0108211197652,0.703127000101972,-6.5821122755505,-1.99042248062584
5.9005949046778,4.98596985897268,-4.37193538169736,-0.83327246450448
0.887143242307305,-4.34926729165372,8.27560521175757,-6.28065409052373
